Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,env_0min vs. env_5min log2 fold change,env_0min vs. env_5min q-value,env_0min vs. env_5min significant,wt_0min vs. wt_5min log2 fold change,wt_0min vs. wt_5min q-value,wt_0min vs. wt_5min significant,wt_0min vs. wt_60min log2 fold change,wt_0min vs. wt_60min q-value,wt_0min vs. wt_60min significant,genome_0min vs. genome_60min log2 fold change,genome_0min vs. genome_60min q-value,genome_0min vs. genome_60min significant,wt_5min vs. env_5min log2 fold change,wt_5min vs. env_5min q-value,wt_5min vs. env_5min significant,wt_60min vs. genome_60min log2 fold change,wt_60min vs. genome_60min q-value,wt_60min vs. genome_60min significant,wt_0min vs. env_0min log2 fold change,wt_0min vs. env_0min q-value,wt_0min vs. env_0min significant,wt_0min vs. genome_0min log2 fold change,wt_0min vs. genome_0min q-value,wt_0min vs. genome_0min significant
PG255283,P61289|P61289-2,sp|P61289-2|PSME3_HUMAN Isoform 2 of Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3,P61289-2,-0.0168287235756755,0.744217699501036,False,-0.060602417362095894,0.33480937359123,False,0.0620580982868286,0.516700211033234,False,-0.025025475601113786,0.53468216351773,False,-0.014869204359220137,0.998455589782439,False,-0.10253533670098107,0.561394020927786,False,-0.05864289814564053,0.695187194639515,False,-0.01545176281303841,0.368694117210392,False
PG254011,O94776,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,O94776,0.15110204899279114,0.634628699903761,False,0.029089832203259697,0.512611200244502,False,0.06254587814723994,0.610550880914486,False,0.046268972285303155,0.451984019493169,False,0.1891026301494258,0.998455589782439,False,0.2243602147789622,0.532825920479615,False,0.06709041335989423,0.759803470873377,False,0.24063712064089895,0.0433601793425004,False
PG252132,Q6P179,sp|Q6P179|ERAP2_HUMAN Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens GN=ERAP2 PE=1 SV=2,Q6P179,0.005840189165972964,0.753699680226065,False,-0.09796884050008572,0.224263584095657,False,-0.2064982866021603,0.170080028374713,False,-0.08111786939518148,0.308067332553818,False,0.011991553760512622,0.998455589782439,False,-0.05390318082735647,0.603283617255778,False,-0.09181747590554601,0.601925537231245,False,-0.17928359803433547,0.0668350212039647,False
PG255713,Q9UBE0,sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1,Q9UBE0,0.05400630775518806,0.681781572994237,False,0.004301720922643616,0.52596629170707,False,0.003479757808172375,0.67400162745624,False,0.04047114266552093,0.451022351765306,False,-0.031328881946387555,0.998455589782439,False,-0.006584138887816067,0.723856495229944,False,-0.08103346877893206,0.646857926626363,False,-0.043575523745164824,0.27807692430347,False
PG246908,O43615,sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2,O43615,-0.16115303052379784,0.456160527307126,False,-0.2698670074495929,0.0711214492518606,False,-0.1604893926613482,0.218837401313449,False,-0.03586766882729679,0.457212201016213,False,0.00370981732088248,0.999220576730913,False,-0.07893335438395059,0.561394020927786,False,-0.10500415960491256,0.586453844991888,False,-0.20355507821800214,0.0529890628941647,False
PG247553,P11172,sp|P11172|UMPS_HUMAN Uridine 5'-monophosphate synthase OS=Homo sapiens GN=UMPS PE=1 SV=1,P11172,-0.00748716218324588,0.75283168572332,False,-0.06308761583413991,0.33900379852392,False,-0.1059876093484396,0.312602544434802,False,-0.04119406422019008,0.43835241574065,False,-0.0446107711458474,0.998455589782439,False,-0.017415572557775455,0.695888719847958,False,-0.10021122479674141,0.599094580983805,False,-0.08220911768602494,0.164982881562249,False
PG253230,O75367|O75367-2|O75367-3,sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4,O75367,0.17528717066793462,0.6320597838637,False,-0.02374559640799045,0.492325488577884,False,0.3364827421577055,0.389799863639701,False,0.07272276876411686,0.36315511431754,False,0.22209513794453037,0.998455589782439,False,0.062111334085707355,0.671464191498483,False,0.023062370868605044,0.819305476925619,False,0.3258713074792963,0.0402416109594841,False
PG251105,Q9H501,sp|Q9H501|ESF1_HUMAN ESF1 homolog OS=Homo sapiens GN=ESF1 PE=1 SV=1,Q9H501,0.008187615566639522,0.752676665454371,False,-0.0621339045201116,0.34000811182988,False,-0.0034024139746699094,0.670010079854288,False,-0.005791766786344891,0.601122130557694,False,0.02466527015715061,0.998455589782439,False,0.07011882944749676,0.579113179146159,False,-0.0456562499296006,0.716604662073118,False,0.07250818225917181,0.196491432276484,False
PG252227,P37268,sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens GN=FDFT1 PE=1 SV=1,P37268,-0.01366994911074407,0.747639307603248,False,-0.13737044827841083,0.249768593899002,False,-0.19040710635246025,0.209855913522464,False,0.0073143632518372845,0.596697305758629,False,0.06828934532365455,0.998455589782439,False,0.040851061070940727,0.64688914259078,False,-0.05541115384401219,0.700837048376445,False,-0.15687040853335693,0.0904904620300785,False
PG255845,P08865|A0A0C4DG17|C9J9K3,tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=1,A0A0C4DG17,0.006762031062403052,0.753600297311163,False,-0.05502920928775797,0.36912742008513,False,-0.09004297370003687,0.428338585844306,False,0.07964828189727836,0.358537327182187,False,-0.0657057068590217,0.998455589782439,False,-0.06781121270291496,0.620387466635849,False,-0.1274969472091828,0.605119549787592,False,-0.23750246830023009,0.0532359558701026,False
PG256433,Q96SI9,sp|Q96SI9|STRBP_HUMAN Spermatid perinuclear RNA-binding protein OS=Homo sapiens GN=STRBP PE=1 SV=1,Q96SI9,0.0038841463654461774,0.757619385234893,False,0.004273705632431042,0.53604709722553,False,0.0648390153820804,0.508849558863943,False,-0.007367209026840742,0.599305506168528,False,0.0412058926511018,0.998455589782439,False,0.015230164353934822,0.705406346349685,False,0.041595451918086224,0.729804491191741,False,0.08743638876285578,0.174373363337159,False
PG248507,P11766,sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens GN=ADH5 PE=1 SV=4,P11766,-0.047127927895529415,0.683838074883005,False,0.0007179190349384356,0.539152907146521,False,0.010992148098586615,0.669119859726086,False,-0.18120605340394086,0.177019380273209,False,-0.015676970270145866,0.998455589782439,False,-0.21892032079186297,0.524330914422182,False,0.03216887666032196,0.741464749248851,False,-0.026722119289335558,0.333851302153262,False
PG256643,P63279,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1,P63279,-0.058334028456064245,0.671406503803896,False,-0.0823847929319419,0.269289007534827,False,-0.036697305272189305,0.595075068421403,False,-0.20474452717657907,0.177019380273209,False,-0.001661080533086351,0.999220576730913,False,-0.22322636398146004,0.524330914422182,False,-0.02571184500896406,0.758982914169818,False,-0.05517914207707026,0.293453505757741,False
PG244777,Q9UHX1-2|Q9UHX1-4|Q9UHX1-6|A0A0J9YVP6|A0A0J9YYL3,sp|Q9UHX1-2|PUF60_HUMAN Isoform 2 of Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60,Q9UHX1-2,0.047683325613048784,0.680042483791,False,0.11032775324720148,0.211757804919136,False,-0.07211349727010746,0.422860462475456,False,0.00823588627966457,0.589056923014862,False,-0.045242967378857184,0.998455589782439,False,0.044950227060374034,0.629084428787123,False,0.017401460255295296,0.782483687431721,False,-0.03539915648939812,0.290484801079672,False
PG254218,P52948|P52948-5,sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,P52948,-0.061410757977942154,0.667484107539761,False,-0.07962724656102299,0.3048560889871,False,-0.14119746038817418,0.305149962868195,False,-0.09484357064639093,0.283940977018977,False,-0.03959853239140767,0.998455589782439,False,-0.04900191707042368,0.644499875968946,False,-0.05781502097448849,0.692553187981695,False,-0.09535580681220678,0.150669404909529,False
PG247917,P08195|P08195-2|P08195-3|P08195-4|J3KPF3|F5GZS6,sp|P08195-4|4F2_HUMAN Isoform 4 of 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2,P08195-4,-0.02434847211213997,0.727431873395616,False,-0.06050465550411808,0.328966645734534,False,-0.09495247700406916,0.372574586302665,False,-0.02732389731545416,0.514538889045341,False,0.07557525658907997,0.998455589782439,False,-0.0685624307934053,0.594259689722173,False,0.03941907319710191,0.718617034539318,False,-0.1361910104820202,0.0902041932893124,False
PG242408,P23588-2,sp|P23588-2|IF4B_HUMAN Isoform 2 of Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B,P23588-2,-0.095381307671713,0.634628699903761,False,0.2666158742079958,0.115270289946798,False,0.14751640886708814,0.368538178602155,False,-0.017426276695490604,0.547079108588053,False,-0.16056772114507484,0.998455589782439,False,-0.09826566944123291,0.587207491172816,False,0.2014294607346341,0.450389744689138,False,0.0666770161213458,0.233637007203622,False
PG247956,P00505,sp|P00505|AATM_HUMAN Aspartate aminotransferase; mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3,P00505,-0.17173144653498054,0.474674354023452,False,-0.23853180865179216,0.0873352626446696,False,-0.17359048749618444,0.226041704384682,False,-0.02270319598265937,0.521047020380611,False,-0.025244752365892263,0.998455589782439,False,-0.12966261198203627,0.526666500763883,False,-0.09204511448270392,0.62619689063541,False,-0.2805499034955614,0.0361619650116383,False
PG244074,A2RRP1,sp|A2RRP1|NBAS_HUMAN Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS PE=1 SV=2,A2RRP1,-0.03507767288181634,0.7058995521564,False,-0.059704256286296095,0.341330666383991,False,-0.12727732146855653,0.279568063439046,False,-0.09025953802902245,0.292859703471784,False,0.0189738445085733,0.998455589782439,False,-0.0812179456436321,0.564045542654899,False,-0.00565273889590652,0.8099947673369,False,-0.11823572908316628,0.116587906342213,False
PG254834,Q16512|Q16512-2,sp|Q16512-2|PKN1_HUMAN Isoform 2 of Serine/threonine-protein kinase N1 OS=Homo sapiens GN=PKN1,Q16512-2,-0.03379907850058403,0.708962763405102,False,-0.03617040100002287,0.439996647735221,False,-0.12024795277261337,0.299407744760391,False,0.008842127905358602,0.586899655144885,False,-0.025773160496162607,0.998455589782439,False,-0.013453789327248562,0.706905024101106,False,-0.028144482995601492,0.747755268170149,False,-0.1425438700052205,0.0885639011667973,False
PG247470,Q96K76-4,sp|Q96K76-4|UBP47_HUMAN Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens GN=USP47,Q96K76-4,-0.086148318376178,0.638064244363374,False,-0.1304489487621272,0.180002749152642,False,-0.10809651961170627,0.324128237018547,False,0.022677382999173337,0.522687092636676,False,-0.009204368110857085,0.998455589782439,False,-0.027244920260490847,0.671604350019462,False,-0.05350499849680632,0.69790412783247,False,-0.15801882287137048,0.0770530719866767,False
PG250530,Q9BPX3,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1,Q9BPX3,-0.03533200848880494,0.719321423697798,False,-0.1024142773360726,0.240335130940264,False,-0.0787386181067843,0.407993971184132,False,-0.08551512559308413,0.334139243739287,False,0.015828526633837835,0.998455589782439,False,-0.02939964094788185,0.663916769396995,False,-0.051253742213429744,0.706799516297562,False,-0.02262313346158198,0.352238598522672,False
PG247358,Q9Y4A5|Q9Y4A5-2,sp|Q9Y4A5|TRRAP_HUMAN Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3,Q9Y4A5,0.028840080784836065,0.727292481894086,False,0.07005631455510775,0.335731011883086,False,-0.0009764173046347472,0.671001589031734,False,0.009881035345202335,0.585045536468903,False,-0.001083158683012664,1.0,False,0.061569986388699344,0.613114418424679,False,0.04013307508725925,0.736599469755326,False,0.05071253373886245,0.257540041065158,False
PG255636,P82650|G5E9V5|G5E9W7,sp|P82650|RT22_HUMAN 28S ribosomal protein S22; mitochondrial OS=Homo sapiens GN=MRPS22 PE=1 SV=1,P82650,-0.10980010130410016,0.578415589135614,False,-0.24938966933156828,0.0873352626446696,False,0.07054328234334492,0.435773244650002,False,0.17440441327638412,0.194595068280714,False,0.014333169996981863,0.998455589782439,False,-0.06918927982031035,0.592382434181882,False,-0.12525639803048633,0.559995304767693,False,-0.1730504107533496,0.0699289618646374,False
PG250283,O14646,sp|O14646|CHD1_HUMAN Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 PE=1 SV=2,O14646,0.06508527647946655,0.701971203570837,False,0.1323564789403763,0.360424135583028,False,0.4129555112862252,0.211915905707283,False,0.0012820587457077629,0.612373413543096,False,0.04815211814274724,0.998455589782439,False,0.21962103903634486,0.540421571153925,False,0.11542332060365687,0.699878491034057,False,0.6312944915768621,0.0209198146049301,True
PG243429,P50851|P50851-2,sp|P50851|LRBA_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4,P50851,-0.021028570341869522,0.73506004776024,False,-0.03643206936747864,0.423813548438107,False,-0.031195071920122677,0.585083888069399,False,-0.0967458339538901,0.265540556870117,False,-0.02220825701830388,0.998455589782439,False,0.015427777302079903,0.702922912850907,False,-0.03761175604391299,0.731638323538502,False,0.08097853933584738,0.185635564112866,False
PG246117,Q9H2G2|Q9H2G2-2,sp|Q9H2G2|SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,Q9H2G2,0.059854874283477445,0.668928106679891,False,0.13309693167719933,0.180002749152642,False,-0.02743974578469643,0.595463988924751,False,-0.04579065167079454,0.425172230710888,False,-0.06284533956122972,0.998455589782439,False,-0.005039941001011027,0.722307565804124,False,0.010396717832492316,0.802195578783047,False,0.013310964885086967,0.369876843666005,False
PG255249,Q06323,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1,Q06323,0.04644968673910931,0.708572555142074,False,0.049722096931412635,0.372351719150848,False,0.05597724075174742,0.52345310405934,False,-0.016537577078653522,0.551407889284935,False,0.012007759840037225,0.998455589782439,False,0.013607569061769543,0.706905024101106,False,0.015280170032340654,0.802195578783047,False,0.08612238689217064,0.156824103850054,False
PG251212,P38117,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3,P38117,-0.004502202600369656,0.761308433407546,False,-0.13887159850217096,0.162081175655443,False,0.03490139823794686,0.564000602294852,False,0.04067664681740783,0.435684748338317,False,0.0277400349816401,0.998455589782439,False,-0.09498466819713842,0.540421571153925,False,-0.1066293609201611,0.599094580983805,False,-0.10075991677659964,0.131021969523952,False
PG255362,Q99729-3,sp|Q99729-3|ROAA_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB,Q99729-3,-0.05535288386926758,0.726400165410701,False,0.570719164411701,0.0270580991864116,False,0.29929601833827685,0.0943932144530425,False,-0.004112839812696152,0.608304047100211,False,-0.04671253353415028,0.998455589782439,False,0.058698121500360065,0.592382434181882,False,0.5793595147468183,0.130301677383271,False,0.3621069796513333,0.0299942737274948,False
PG244032,Q09161,sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1,Q09161,-0.003151929680188448,0.76347579697904,False,-0.09524374970230617,0.239144717395902,False,-0.18567241258075506,0.196317444672517,False,0.004512760388663065,0.607807118984666,False,0.05568834728222093,0.998455589782439,False,0.06538717826029032,0.593262621016401,False,-0.036403472739896706,0.733420379656579,False,-0.12479799470912788,0.105925446486803,False
PG246167,Q9P2R7|Q9P2R7-2,sp|Q9P2R7|SUCB1_HUMAN Succinate--CoA ligase [ADP-forming] subunit beta; mitochondrial OS=Homo sapiens GN=SUCLA2 PE=1 SV=3,Q9P2R7,-0.22473610958153362,0.360087691500538,False,-0.11040564678872808,0.237411249849759,False,-0.0687048930603425,0.455445562843662,False,-0.09544217807582663,0.268148782496214,False,-0.08104985706268819,0.998455589782439,False,-0.14420979261219646,0.524330914422182,False,0.03328060573011744,0.736599469755326,False,-0.1174725075967124,0.111447785258129,False
PG245305,Q9Y2P8,sp|Q9Y2P8|RCL1_HUMAN RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens GN=RCL1 PE=1 SV=3,Q9Y2P8,-0.31517082658737366,0.626470330749951,False,0.1772451803128198,0.142074221844485,False,0.04369212611026117,0.552237895163489,False,-0.05261738433093208,0.407249455501504,False,-0.22235723420961442,0.998455589782439,False,-0.0010458019316513239,0.734698115573248,False,0.2700587726905789,0.641770605503747,False,0.09526370850954179,0.149315793746431,False
PG249041,Q92974|Q92974-2|Q92974-3|V9GYM8,tr|V9GYM8|V9GYM8_HUMAN Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=1,V9GYM8,0.06799518136935404,0.66107502080523,False,-0.11527666605162287,0.217701798808443,False,-0.11449546120024325,0.369784812807528,False,0.01445306997243475,0.564756519868631,False,0.13857315126114722,0.998455589782439,False,0.08548302271536853,0.579113179146159,False,-0.044698696159829784,0.720367984767958,False,-0.043465508457309426,0.26504442329341,False
PG254826,P48739|P48739-3|A0A0A0MSW4,sp|P48739-3|PIPNB_HUMAN Isoform 3 of Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB,P48739-3,0.043937868580710346,0.688598500088669,False,-0.032455686404325626,0.451268665564703,False,-0.0863375411071687,0.389799863639701,False,-0.04436759548154355,0.443973001217926,False,-0.0033050525220726414,0.999220576730913,False,-0.026011211607015153,0.684379368757157,False,-0.07969860750710868,0.629682568594711,False,-0.06798115723264025,0.200280495108168,False
PG244766,Q96EY7,sp|Q96EY7|PTCD3_HUMAN Pentatricopeptide repeat domain-containing protein 3; mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3,Q96EY7,-0.08343403576216296,0.629730245362136,False,-0.18278644469509536,0.138669910084219,False,-0.15466179677864195,0.218837401313449,False,0.024004088381601996,0.516246619966563,False,0.003654485241566626,0.999220576730913,False,0.0009033877811915501,0.731939449989609,False,-0.09569792369136591,0.616160363496561,False,-0.17776249737905228,0.0610617796263788,False
PG253027,P09211,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2,P09211,-0.011701248449116726,0.747639307603248,False,0.013511805666554372,0.496966051760552,False,0.09261940577112703,0.550855492431454,False,0.01746317054759097,0.560136107548406,False,-0.09582570335805336,0.998455589782439,False,-0.1068865514124683,0.631291504418213,False,-0.0706126492423823,0.646857926626363,False,-0.0317303161889322,0.311736069950808,False
PG245390,P35250,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3,P35250,-0.05448576500651817,0.671406503803896,False,-0.14062203844377574,0.160751370260396,False,-0.15672079499230102,0.232412038468805,False,-0.058348692740721686,0.389896753832952,False,0.0107593608939188,0.998455589782439,False,-0.08738879209605666,0.561394020927786,False,-0.07537691254333893,0.644650308814974,False,-0.18576089434763612,0.0613580845428368,False
